수강번호,학습자ID,이름,부서,직급,회사,강좌ID,강좌명,카테고리,강사명,난이도,등록일,시작일,완료일,학습시간(시간),진행률(%),시험점수,과제점수,참여도,합격여부
E00691,L0179,직원179,인사팀,과장,회사3,C016,기본소양 강좌 16,리더십,정강사,중급,2025-09-25,2025-09-25,2025-09-29,4,100,96.0,78.0,높음,합격
E00692,L0117,직원117,마케팅팀,주임,회사3,C029,직장 예절 강좌 29,리더십,박강사,초급,2026-01-31,2026-01-31,2026-02-03,10,100,81.0,93.0,보통,합격
E00693,L0130,직원130,인사팀,주임,회사1,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2025-12-17,,,8,0,,,,
E00694,L0135,직원135,영업팀,대리,회사3,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-04-06,2026-04-06,,2,61,,,,
E00695,L0187,직원187,인사팀,대리,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2026-01-20,2026-01-20,2026-03-02,12,100,88.0,94.0,낮음,합격
E00696,L0047,직원47,재무팀,사원,회사2,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-12-02,2025-12-02,,10,19,,,,
E00697,L0022,직원22,재무팀,주임,회사2,C032,직장 예절 강좌 32,기술,정강사,고급,2025-11-14,,,6,0,,,,
E00698,L0052,직원52,인사팀,사원,회사1,C014,직장 예절 강좌 14,언어,김강사,초급,2025-11-08,2025-11-08,,4,36,,,,
E00699,L0125,직원125,영업팀,사원,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2026-04-10,2026-04-10,2026-06-07,2,100,71.0,92.0,낮음,합격
E00700,L0185,직원185,영업팀,대리,회사1,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2025-09-24,2025-09-24,2025-10-06,8,100,76.0,96.0,높음,합격
E00701,L0012,직원12,개발팀,부장,회사3,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-07-06,2025-07-06,,6,12,,,,
E00702,L0067,직원67,마케팅팀,주임,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-09-06,2025-09-06,2025-11-01,10,100,96.0,75.0,높음,합격
E00703,L0183,직원183,영업팀,대리,회사1,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-12-12,,,6,0,,,,
E00704,L0063,직원63,마케팅팀,사원,회사3,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-05-06,2026-05-06,2026-05-18,2,100,88.0,78.0,보통,합격
E00705,L0057,직원57,인사팀,부장,회사2,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-08-21,,,2,0,,,,
E00706,L0062,직원62,개발팀,과장,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2026-04-12,2026-04-12,,10,19,,,,
E00707,L0159,직원159,인사팀,과장,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-08-08,2025-08-08,,4,85,,,,
E00708,L0031,직원31,기획팀,부장,회사2,C005,기술 강좌 5,리더십,김강사,초급,2026-01-26,2026-01-26,2026-02-02,4,100,74.0,81.0,보통,합격
E00709,L0166,직원166,인사팀,사원,회사2,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-06-10,2026-06-10,2026-07-12,2,100,84.0,72.0,낮음,불합격
E00710,L0148,직원148,재무팀,대리,회사3,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-03-21,,,2,0,,,,
E00711,L0095,직원95,영업팀,주임,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-03-02,2026-03-02,2026-03-29,2,100,70.0,89.0,높음,합격
E00712,L0176,직원176,기획팀,과장,회사1,C039,언어 강좌 39,언어,박강사,중급,2026-04-23,2026-04-23,,6,88,,,,
E00713,L0159,직원159,인사팀,과장,회사3,C011,언어 강좌 11,기본소양,김강사,초급,2026-01-30,2026-01-30,2026-03-18,10,100,70.0,77.0,보통,합격
E00714,L0118,직원118,재무팀,사원,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2026-05-24,2026-05-24,2026-06-21,4,100,80.0,94.0,보통,합격
E00715,L0162,직원162,개발팀,주임,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-05-17,2026-05-17,2026-07-12,10,100,73.0,87.0,보통,합격
E00716,L0171,직원171,재무팀,대리,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2025-06-22,2025-06-22,2025-08-19,10,100,70.0,85.0,높음,합격
E00717,L0191,직원191,마케팅팀,사원,회사3,C045,기술 강좌 45,언어,한강사,초급,2025-11-22,,,2,0,,,,
E00718,L0050,직원50,영업팀,과장,회사2,C027,기술 강좌 27,기술,박강사,고급,2025-10-16,,,8,0,,,,
E00719,L0108,직원108,영업팀,과장,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2025-08-27,,,10,0,,,,
E00720,L0159,직원159,인사팀,과장,회사3,C011,언어 강좌 11,기본소양,김강사,초급,2026-05-27,2026-05-27,2026-06-04,10,100,62.0,79.0,높음,합격
E00721,L0146,직원146,마케팅팀,사원,회사2,C045,기술 강좌 45,언어,한강사,초급,2025-07-22,2025-07-22,,2,48,,,,
E00722,L0116,직원116,재무팀,부장,회사3,C033,리더십 강좌 33,리더십,정강사,중급,2025-09-09,2025-09-09,2025-10-06,4,100,94.0,85.0,높음,합격
E00723,L0006,직원6,마케팅팀,부장,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2025-07-24,,,10,0,,,,
E00724,L0124,직원124,마케팅팀,주임,회사3,C012,기본소양 강좌 12,리더십,김강사,중급,2026-05-11,2026-05-11,2026-07-03,12,100,64.0,75.0,보통,합격
E00725,L0022,직원22,재무팀,주임,회사2,C041,직장 예절 강좌 41,언어,한강사,고급,2025-08-01,,,2,0,,,,
E00726,L0197,직원197,마케팅팀,주임,회사2,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-05-28,2026-05-28,,4,10,,,,
E00727,L0114,직원114,기획팀,사원,회사1,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-10-16,2025-10-16,2025-12-06,2,100,68.0,84.0,보통,합격
E00728,L0117,직원117,마케팅팀,주임,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2025-08-22,2025-08-22,,6,76,,,,
E00729,L0175,직원175,개발팀,사원,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-06-16,2025-06-16,,8,14,,,,
E00730,L0193,직원193,재무팀,부장,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-04-04,2026-04-04,,2,29,,,,
E00731,L0182,직원182,재무팀,대리,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2025-08-14,2025-08-14,,2,74,,,,
E00732,L0126,직원126,마케팅팀,주임,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-08-17,2025-08-17,,10,95,,,,
E00733,L0070,직원70,인사팀,사원,회사3,C045,기술 강좌 45,언어,한강사,초급,2026-04-22,2026-04-22,,2,26,,,,
E00734,L0122,직원122,기획팀,부장,회사2,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-10-02,2025-10-02,2025-10-17,6,100,70.0,72.0,낮음,합격
E00735,L0020,직원20,영업팀,과장,회사3,C036,기본소양 강좌 36,언어,박강사,중급,2026-05-16,2026-05-16,2026-06-23,2,100,76.0,76.0,높음,합격
E00736,L0195,직원195,인사팀,사원,회사1,C006,리더십 강좌 6,기본소양,정강사,초급,2025-07-22,2025-07-22,2025-09-16,4,100,68.0,86.0,높음,합격
E00737,L0136,직원136,마케팅팀,주임,회사1,C021,언어 강좌 21,리더십,최강사,중급,2026-02-20,2026-02-20,2026-03-21,12,100,86.0,77.0,높음,합격
E00738,L0074,직원74,기획팀,사원,회사1,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-07-28,2025-07-28,2025-08-17,2,100,61.0,77.0,높음,합격
E00739,L0028,직원28,개발팀,사원,회사2,C006,리더십 강좌 6,기본소양,정강사,초급,2025-11-01,2025-11-01,,4,68,,,,
E00740,L0130,직원130,인사팀,주임,회사1,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-12-31,2025-12-31,2026-02-10,10,100,65.0,77.0,낮음,합격
E00741,L0195,직원195,인사팀,사원,회사1,C046,기술 강좌 46,기본소양,이강사,초급,2026-01-18,2026-01-18,2026-02-22,4,100,93.0,93.0,높음,합격
E00742,L0145,직원145,인사팀,과장,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-11-29,,,4,0,,,,
E00743,L0006,직원6,마케팅팀,부장,회사2,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2025-08-03,2025-08-03,2025-09-13,10,100,89.0,89.0,높음,합격
E00744,L0183,직원183,영업팀,대리,회사1,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-12-14,2025-12-14,2026-01-06,8,100,92.0,99.0,낮음,불합격
E00745,L0094,직원94,영업팀,주임,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-06-17,2025-06-17,,4,65,,,,
E00746,L0109,직원109,개발팀,사원,회사3,C050,언어 강좌 50,기술,박강사,중급,2026-06-01,2026-06-01,2026-07-14,12,100,75.0,98.0,낮음,합격
E00747,L0093,직원93,영업팀,대리,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2026-03-13,2026-03-13,,10,55,,,,
E00748,L0125,직원125,영업팀,사원,회사1,C009,직장 예절 강좌 9,언어,이강사,중급,2026-03-20,2026-03-20,,10,28,,,,
E00749,L0153,직원153,마케팅팀,사원,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-01-31,2026-01-31,2026-02-01,8,100,76.0,75.0,높음,합격
E00750,L0078,직원78,기획팀,부장,회사3,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2025-06-21,,,10,0,,,,
E00751,L0113,직원113,영업팀,사원,회사2,C025,기술 강좌 25,기본소양,박강사,중급,2025-08-07,2025-08-07,2025-10-04,12,100,93.0,77.0,높음,합격
E00752,L0072,직원72,인사팀,과장,회사1,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-11-28,2025-11-28,,2,67,,,,
E00753,L0014,직원14,영업팀,주임,회사2,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-10-13,,,10,0,,,,
E00754,L0153,직원153,마케팅팀,사원,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-11-30,2025-11-30,,2,43,,,,
E00755,L0056,직원56,마케팅팀,대리,회사3,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-12-24,2025-12-24,2026-02-13,8,100,88.0,82.0,보통,합격
E00756,L0129,직원129,재무팀,과장,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2026-04-06,2026-04-06,,8,64,,,,
E00757,L0095,직원95,영업팀,주임,회사1,C010,언어 강좌 10,언어,이강사,중급,2025-11-21,2025-11-21,,8,51,,,,
E00758,L0122,직원122,기획팀,부장,회사2,C027,기술 강좌 27,기술,박강사,고급,2025-10-25,2025-10-25,,8,95,,,,
E00759,L0082,직원82,개발팀,대리,회사1,C033,리더십 강좌 33,리더십,정강사,중급,2026-01-26,2026-01-26,2026-02-14,4,100,93.0,77.0,낮음,합격
E00760,L0177,직원177,영업팀,과장,회사2,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-04-29,2026-04-29,,2,93,,,,
E00761,L0192,직원192,재무팀,대리,회사1,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-10-03,2025-10-03,2025-10-26,8,100,80.0,75.0,높음,합격
E00762,L0028,직원28,개발팀,사원,회사2,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-08-12,2025-08-12,2025-09-03,2,100,97.0,96.0,보통,합격
E00763,L0077,직원77,인사팀,과장,회사1,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-02-15,,,4,0,,,,
E00764,L0195,직원195,인사팀,사원,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-02-24,2026-02-24,2026-03-02,2,100,65.0,80.0,낮음,합격
E00765,L0118,직원118,재무팀,사원,회사2,C041,직장 예절 강좌 41,언어,한강사,고급,2025-10-26,2025-10-26,2025-11-03,2,100,69.0,89.0,낮음,합격
E00766,L0048,직원48,마케팅팀,대리,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-10-28,2025-10-28,,2,70,,,,
E00767,L0024,직원24,인사팀,부장,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2025-12-27,,,2,0,,,,
E00768,L0141,직원141,인사팀,부장,회사1,C025,기술 강좌 25,기본소양,박강사,중급,2025-10-02,2025-10-02,,12,40,,,,
E00769,L0171,직원171,재무팀,대리,회사1,C002,기술 강좌 2,리더십,한강사,중급,2025-10-15,2025-10-15,2025-11-25,4,100,90.0,89.0,낮음,합격
E00770,L0009,직원9,영업팀,과장,회사3,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-01-16,2026-01-16,2026-03-13,8,100,78.0,90.0,낮음,합격
E00771,L0011,직원11,마케팅팀,사원,회사1,C050,언어 강좌 50,기술,박강사,중급,2025-08-04,2025-08-04,2025-08-06,12,100,60.0,77.0,낮음,합격
E00772,L0154,직원154,마케팅팀,사원,회사2,C027,기술 강좌 27,기술,박강사,고급,2025-09-24,2025-09-24,2025-09-24,8,100,71.0,75.0,낮음,합격
E00773,L0032,직원32,개발팀,대리,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-01-18,2026-01-18,,8,87,,,,
E00774,L0009,직원9,영업팀,과장,회사3,C032,직장 예절 강좌 32,기술,정강사,고급,2025-06-29,2025-06-29,,6,35,,,,
E00775,L0152,직원152,재무팀,대리,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-08-06,2025-08-06,,10,49,,,,
E00776,L0056,직원56,마케팅팀,대리,회사3,C041,직장 예절 강좌 41,언어,한강사,고급,2025-12-17,,,2,0,,,,
E00777,L0013,직원13,영업팀,과장,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-04-09,2026-04-09,,8,81,,,,
E00778,L0192,직원192,재무팀,대리,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-01-15,2026-01-15,,10,83,,,,
E00779,L0049,직원49,마케팅팀,사원,회사1,C005,기술 강좌 5,리더십,김강사,초급,2025-06-13,2025-06-13,,4,78,,,,
E00780,L0144,직원144,기획팀,부장,회사3,C022,기술 강좌 22,직장 예절,이강사,초급,2026-05-09,2026-05-09,2026-07-04,2,100,91.0,85.0,보통,합격
E00781,L0086,직원86,인사팀,과장,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-10-07,2025-10-07,2025-12-01,12,100,84.0,75.0,낮음,합격
E00782,L0018,직원18,기획팀,주임,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-12-05,2025-12-05,,6,13,,,,
E00783,L0191,직원191,마케팅팀,사원,회사3,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2026-02-27,2026-02-27,2026-04-13,8,100,69.0,74.0,보통,합격
E00784,L0021,직원21,기획팀,과장,회사1,C009,직장 예절 강좌 9,언어,이강사,중급,2026-03-18,2026-03-18,,10,22,,,,
E00785,L0117,직원117,마케팅팀,주임,회사3,C010,언어 강좌 10,언어,이강사,중급,2025-07-03,2025-07-03,,8,70,,,,
E00786,L0001,직원1,마케팅팀,부장,회사3,C048,기술 강좌 48,언어,정강사,고급,2025-07-27,2025-07-27,2025-09-19,10,100,67.0,88.0,높음,합격
E00787,L0197,직원197,마케팅팀,주임,회사2,C001,언어 강좌 1,언어,한강사,고급,2025-12-26,2025-12-26,2026-01-24,4,100,96.0,77.0,보통,합격
E00788,L0146,직원146,마케팅팀,사원,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-11-16,2025-11-16,,2,59,,,,
E00789,L0109,직원109,개발팀,사원,회사3,C041,직장 예절 강좌 41,언어,한강사,고급,2026-03-25,2026-03-25,2026-04-25,2,100,86.0,81.0,높음,합격
E00790,L0185,직원185,영업팀,대리,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2026-01-22,2026-01-22,,12,18,,,,
E00791,L0153,직원153,마케팅팀,사원,회사2,C032,직장 예절 강좌 32,기술,정강사,고급,2025-09-01,2025-09-01,2025-10-11,6,100,79.0,94.0,보통,합격
E00792,L0181,직원181,재무팀,과장,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2025-08-20,2025-08-20,2025-08-29,2,100,67.0,78.0,낮음,합격
E00793,L0136,직원136,마케팅팀,주임,회사1,C050,언어 강좌 50,기술,박강사,중급,2025-11-18,2025-11-18,,12,48,,,,
E00794,L0145,직원145,인사팀,과장,회사3,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-09-21,2025-09-21,2025-10-08,10,100,73.0,99.0,낮음,합격
E00795,L0032,직원32,개발팀,대리,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-11-08,2025-11-08,2025-12-29,2,100,97.0,78.0,높음,합격
E00796,L0123,직원123,영업팀,부장,회사2,C027,기술 강좌 27,기술,박강사,고급,2025-12-15,,,8,0,,,,
E00797,L0096,직원96,인사팀,대리,회사3,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-06-24,,,2,0,,,,
E00798,L0051,직원51,영업팀,대리,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2025-12-24,2025-12-24,,12,20,,,,
E00799,L0199,직원199,기획팀,과장,회사3,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2026-05-19,2026-05-19,2026-06-03,8,100,96.0,91.0,낮음,합격
E00800,L0179,직원179,인사팀,과장,회사3,C032,직장 예절 강좌 32,기술,정강사,고급,2026-03-03,2026-03-03,2026-03-12,6,100,61.0,93.0,보통,불합격
E00801,L0099,직원99,인사팀,과장,회사1,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-07-26,2025-07-26,2025-07-31,2,100,65.0,79.0,보통,합격
E00802,L0042,직원42,기획팀,대리,회사2,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-02-23,2026-02-23,2026-03-30,10,100,63.0,77.0,높음,합격
E00803,L0165,직원165,마케팅팀,과장,회사3,C045,기술 강좌 45,언어,한강사,초급,2025-07-02,2025-07-02,,2,87,,,,
E00804,L0039,직원39,개발팀,대리,회사2,C016,기본소양 강좌 16,리더십,정강사,중급,2025-12-05,2025-12-05,2026-01-02,4,100,92.0,95.0,높음,합격
E00805,L0043,직원43,마케팅팀,사원,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-02-08,2026-02-08,2026-03-11,8,100,86.0,90.0,보통,합격
E00806,L0070,직원70,인사팀,사원,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2026-05-04,2026-05-04,2026-06-06,12,100,69.0,71.0,보통,합격
E00807,L0156,직원156,인사팀,주임,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-11-12,2025-11-12,,2,27,,,,
E00808,L0062,직원62,개발팀,과장,회사3,C036,기본소양 강좌 36,언어,박강사,중급,2025-12-19,2025-12-19,2026-01-30,2,100,67.0,81.0,높음,합격
E00809,L0090,직원90,마케팅팀,사원,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2026-03-26,2026-03-26,,6,54,,,,
E00810,L0101,직원101,영업팀,대리,회사2,C045,기술 강좌 45,언어,한강사,초급,2025-10-14,2025-10-14,2025-12-11,2,100,92.0,94.0,높음,합격
E00811,L0065,직원65,인사팀,주임,회사3,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-02-20,2026-02-20,,6,42,,,,
E00812,L0076,직원76,기획팀,대리,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-11-07,2025-11-07,,2,85,,,,
E00813,L0129,직원129,재무팀,과장,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2025-11-18,2025-11-18,,2,25,,,,
E00814,L0179,직원179,인사팀,과장,회사3,C045,기술 강좌 45,언어,한강사,초급,2025-09-16,2025-09-16,,2,74,,,,
E00815,L0164,직원164,영업팀,과장,회사2,C044,기술 강좌 44,언어,김강사,중급,2026-05-08,2026-05-08,2026-05-08,8,100,98.0,90.0,낮음,합격
E00816,L0114,직원114,기획팀,사원,회사1,C025,기술 강좌 25,기본소양,박강사,중급,2025-07-07,2025-07-07,,12,94,,,,
E00817,L0074,직원74,기획팀,사원,회사1,C012,기본소양 강좌 12,리더십,김강사,중급,2025-11-22,2025-11-22,,12,48,,,,
E00818,L0042,직원42,기획팀,대리,회사2,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-03-26,2026-03-26,2026-03-30,4,100,78.0,95.0,높음,합격
E00819,L0192,직원192,재무팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2026-03-16,2026-03-16,,2,38,,,,
E00820,L0032,직원32,개발팀,대리,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-05-22,2026-05-22,,10,56,,,,
E00821,L0165,직원165,마케팅팀,과장,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-07-30,2025-07-30,2025-09-23,4,100,70.0,74.0,높음,합격
E00822,L0109,직원109,개발팀,사원,회사3,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-05-09,2026-05-09,2026-06-27,12,100,71.0,88.0,보통,합격
E00823,L0114,직원114,기획팀,사원,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2026-01-11,2026-01-11,,8,65,,,,
E00824,L0165,직원165,마케팅팀,과장,회사3,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-03-21,2026-03-21,2026-03-29,2,100,66.0,95.0,낮음,합격
E00825,L0110,직원110,개발팀,과장,회사3,C045,기술 강좌 45,언어,한강사,초급,2025-11-21,2025-11-21,2025-12-06,2,100,67.0,90.0,높음,합격
E00826,L0107,직원107,개발팀,과장,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2026-04-07,2026-04-07,2026-05-15,2,100,80.0,94.0,낮음,합격
E00827,L0144,직원144,기획팀,부장,회사3,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-12-09,2025-12-09,,2,39,,,,
E00828,L0100,직원100,기획팀,과장,회사2,C048,기술 강좌 48,언어,정강사,고급,2026-04-28,2026-04-28,2026-05-08,10,100,76.0,98.0,높음,합격
E00829,L0118,직원118,재무팀,사원,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-19,,,6,0,,,,
E00830,L0172,직원172,마케팅팀,대리,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-05-25,2026-05-25,2026-06-16,4,100,64.0,92.0,낮음,합격
E00831,L0051,직원51,영업팀,대리,회사1,C045,기술 강좌 45,언어,한강사,초급,2025-07-05,2025-07-05,,2,65,,,,
E00832,L0060,직원60,재무팀,대리,회사3,C006,리더십 강좌 6,기본소양,정강사,초급,2025-06-11,2025-06-11,,4,31,,,,
E00833,L0087,직원87,재무팀,부장,회사3,C048,기술 강좌 48,언어,정강사,고급,2025-09-12,2025-09-12,2025-10-10,10,100,65.0,78.0,높음,합격
E00834,L0089,직원89,인사팀,부장,회사3,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-02-15,2026-02-15,,10,52,,,,
E00835,L0098,직원98,개발팀,주임,회사2,C045,기술 강좌 45,언어,한강사,초급,2025-11-24,2025-11-24,,2,11,,,,
E00836,L0143,직원143,기획팀,사원,회사1,C009,직장 예절 강좌 9,언어,이강사,중급,2026-05-10,2026-05-10,2026-06-26,10,100,88.0,72.0,보통,합격
E00837,L0198,직원198,기획팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2026-05-31,2026-05-31,2026-07-22,2,100,96.0,81.0,보통,합격
E00838,L0077,직원77,인사팀,과장,회사1,C002,기술 강좌 2,리더십,한강사,중급,2026-03-25,2026-03-25,2026-05-01,4,100,63.0,79.0,높음,합격
E00839,L0166,직원166,인사팀,사원,회사2,C004,기술 강좌 4,기본소양,이강사,초급,2025-08-01,2025-08-01,2025-09-27,6,100,88.0,77.0,낮음,합격
E00840,L0127,직원127,마케팅팀,과장,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-08-06,2025-08-06,,4,82,,,,
E00841,L0040,직원40,영업팀,부장,회사1,C005,기술 강좌 5,리더십,김강사,초급,2026-05-10,2026-05-10,2026-06-15,4,100,75.0,98.0,보통,합격
E00842,L0068,직원68,마케팅팀,과장,회사1,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-06-11,2025-06-11,,6,33,,,,
E00843,L0101,직원101,영업팀,대리,회사2,C005,기술 강좌 5,리더십,김강사,초급,2025-11-02,2025-11-02,,4,13,,,,
E00844,L0036,직원36,인사팀,과장,회사2,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-10-31,2025-10-31,2025-12-11,2,100,86.0,99.0,높음,합격
E00845,L0155,직원155,기획팀,부장,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-12-03,2025-12-03,,2,28,,,,
E00846,L0019,직원19,재무팀,주임,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-09-06,2025-09-06,,6,17,,,,
E00847,L0055,직원55,재무팀,과장,회사2,C033,리더십 강좌 33,리더십,정강사,중급,2025-12-20,2025-12-20,2026-01-09,4,100,85.0,82.0,보통,합격
E00848,L0053,직원53,영업팀,주임,회사2,C048,기술 강좌 48,언어,정강사,고급,2025-07-02,2025-07-02,2025-08-02,10,100,95.0,89.0,보통,불합격
E00849,L0039,직원39,개발팀,대리,회사2,C015,직장 예절 강좌 15,언어,최강사,중급,2026-04-28,2026-04-28,2026-05-29,12,100,72.0,91.0,낮음,합격
E00850,L0153,직원153,마케팅팀,사원,회사2,C025,기술 강좌 25,기본소양,박강사,중급,2026-02-23,2026-02-23,2026-03-15,12,100,94.0,99.0,높음,합격
E00851,L0078,직원78,기획팀,부장,회사3,C030,기본소양 강좌 30,기술,박강사,초급,2025-08-12,2025-08-12,2025-10-03,8,100,87.0,98.0,낮음,합격
E00852,L0121,직원121,영업팀,부장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-03-06,2026-03-06,,2,46,,,,
E00853,L0086,직원86,인사팀,과장,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-14,,,6,0,,,,
E00854,L0046,직원46,기획팀,대리,회사2,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2025-07-03,2025-07-03,2025-08-14,8,100,71.0,98.0,높음,합격
E00855,L0078,직원78,기획팀,부장,회사3,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-04-21,2026-04-21,2026-05-28,2,100,63.0,95.0,낮음,합격
E00856,L0121,직원121,영업팀,부장,회사1,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-07-24,2025-07-24,,2,14,,,,
E00857,L0048,직원48,마케팅팀,대리,회사1,C021,언어 강좌 21,리더십,최강사,중급,2025-06-17,2025-06-17,,12,84,,,,
E00858,L0099,직원99,인사팀,과장,회사1,C025,기술 강좌 25,기본소양,박강사,중급,2025-12-05,2025-12-05,2025-12-13,12,100,85.0,80.0,높음,합격
E00859,L0197,직원197,마케팅팀,주임,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-10-02,2025-10-02,,2,37,,,,
E00860,L0152,직원152,재무팀,대리,회사2,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-05-13,2026-05-13,,2,17,,,,
E00861,L0050,직원50,영업팀,과장,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-03-14,2026-03-14,,2,70,,,,
E00862,L0021,직원21,기획팀,과장,회사1,C033,리더십 강좌 33,리더십,정강사,중급,2025-12-11,,,4,0,,,,
E00863,L0052,직원52,인사팀,사원,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-12-11,2025-12-11,,8,45,,,,
E00864,L0141,직원141,인사팀,부장,회사1,C050,언어 강좌 50,기술,박강사,중급,2025-07-31,2025-07-31,2025-08-02,12,100,61.0,87.0,보통,합격
